WORD	EXPRESSED_MORAL	word_matches_potential_word_from data	adjusted_endorsement	most_similar_moral_word	word_matches_moral_word_from_original lexicon	similarity
vote	4.2		3.9529411764705884	veto		0.9411764705882353
hand	8.166666666669999		7.686274509807057	right	Y	0.9411764705882353
embody	5.16666666667		4.920634920638095	body		0.9523809523809523
exemplify	7.0		6.666666666666666	embody		0.9523809523809523
typify	7.0		6.63157894736842	embody		0.9473684210526315
body	7.0		6.666666666666666	embody		0.9523809523809523
compensate	8.166666666669999		7.4242424242454526	cover		0.9090909090909091
cost	8.166666666669999		7.622222222225332	price		0.9333333333333333
campaign	5.5		5.238095238095238	consumerism	Y	0.9523809523809523
act	7.0		6.363636363636363	touch		0.9090909090909091
cause	6.1428571428600005		5.733333333336001	justification	Y	0.9333333333333333
make_out	6.4		6.095238095238095	suggest		0.9523809523809523
suffice	4.2		3.8181818181818183	qualify		0.9090909090909091
practice	3.6666666666666696		3.422222222222225	slavery	Y	0.9333333333333333
brand	7.166666666669999		6.789473684213683	kind		0.9473684210526315
shuffle	5.16666666666667		4.769230769230772	passing		0.9230769230769231
command	4.2	Y	3.9789473684210526	forbid		0.9473684210526315
desire	5.5		5.176470588235294	materialism	Y	0.9411764705882353
wish	5.4		5.11578947368421	preference	Y	0.9473684210526315
number	5.6		5.090909090909091	remainder		0.9090909090909091
amount	7.166666666669999		6.6153846153876925	margin		0.9230769230769231
descent	8.166666666669999		7.736842105266314	flop		0.9473684210526315
accept	7.83333333333333	Y	7.121212121212118	digest		0.9090909090909091
digest	7.83333333333333		7.121212121212118	accept		0.9090909090909091
clasp	2.7142857142900003		2.5546218487435297	grasping		0.9411764705882353
feature	6.2		5.873684210526315	invariant		0.9473684210526315
gull	4.4		4.061538461538462	deceive		0.9230769230769231
control	2.7142857142900003		2.5333333333373336	grasping		0.9333333333333333
experience	5.4		4.984615384615386	taste		0.9230769230769231
feature_of_speech	3.16666666667		2.980392156865882	property		0.9411764705882353
killing	4.66666666666667		4.444444444444447	fell		0.9523809523809523
kill	4.2		3.9200000000000004	veto		0.9333333333333333
opposition	5.16666666667		4.696969696972728	body		0.9090909090909091
tease	4.875		4.431818181818182	kid		0.9090909090909091
Department_of_Labor	3.0		2.769230769230769	Department_of_Justice		0.9230769230769231
motion	5.16666666666667		4.862745098039219	vibration		0.9411764705882353
labor	3.6666666666666696		3.4509803921568656	slavery	Y	0.9411764705882353
movement	5.16666666666667	Y	4.769230769230772	passing		0.9230769230769231
taboo	6.0		5.647058823529411	bias		0.9411764705882353
forbid	4.2		4.0	bar		0.9523809523809523
gap	3.16666666667		2.9555555555586666	disparity	Y	0.9333333333333333
acquit	6.1428571428600005		5.584415584418182	vindicate		0.9090909090909091
surface	4.2		3.9200000000000004	boundary		0.9333333333333333
human_body	5.16666666667		4.769230769233847	body		0.9230769230769231
ring	7.166666666669999		6.6153846153876925	sound		0.9230769230769231
demonstrate	7.83333333333333		7.311111111111108	protest		0.9333333333333333
boundary_line	4.2		3.9200000000000004	boundary		0.9333333333333333
margin	4.2		3.8769230769230774	boundary		0.9230769230769231
edge	4.2		3.9529411764705884	curb		0.9411764705882353
boundary	4.2		3.9200000000000004	limit		0.9333333333333333
restrict	4.2		3.8769230769230774	restrain		0.9230769230769231
net_income	7.166666666669999		6.8253968253999995	gross_profit		0.9523809523809523
cancel	6.2		5.636363636363637	counteract		0.9090909090909091
counterbalance	8.166666666669999		7.4242424242454526	damages		0.9090909090909091
attack	7.0		6.588235294117647	touch		0.9411764705882353
beat	5.16666666666667		4.862745098039219	oscillation		0.9411764705882353
turn	8.166666666669999		7.77777777778095	right	Y	0.9523809523809523
polish	5.16666666667		4.822222222225333	smoothness	Y	0.9333333333333333
hint	7.0		6.588235294117647	allude		0.9411764705882353
rede	4.4		4.106666666666667	misadvise		0.9333333333333333
reform	5.5		5.0	consumerism	Y	0.9090909090909091
tidy	4.875		4.431818181818182	houseclean		0.9090909090909091
explanation	6.1428571428600005		5.781512605044706	rationale	Y	0.9411764705882353
score	6.2		5.904761904761904	equalizer		0.9523809523809523
mind	7.83333333333333		7.37254901960784	notice		0.9411764705882353
opinion	3.83333333333	Y	3.5777777777746667	preconception		0.9333333333333333
estimate	8.71428571429		8.04395604396	respect		0.9230769230769231
caption	3.6		3.388235294117647	exception		0.9411764705882353
lighter	7.0		6.588235294117647	match		0.9411764705882353
leftover	3.0		2.727272727272727	remainder		0.9090909090909091
provide	4.2		3.8769230769230774	stipulate		0.9230769230769231
left	8.166666666669999	Y	7.4242424242454526	right	Y	0.9090909090909091
